Country,StAbb,Year,Democracy,Pres,Notes,LeaderIdeologyScore,PresSecond,RunnerUpIdeologyScore,PresVotes,PresSecondVotes,PresOtherVotes,PresWarRole,PresPower,PresWinner,PresRunnerUp,WinnerIncumbent,RunnerUpIncumbent,WinnerPartyInc,RunnerUpPartyInc,Leg1,Leg1Second,Leg1Seats,Leg1SecondSeats,Leg1OtherSeats,Leg1Control,Leg1DeclareWar,Leg1Power,Leg2,Leg2Second,Leg2Seats,Leg2SecondSeats,Leg2OtherSeats,Leg2Control,Leg2DeclareWar,Leg2Power,PrevUnited,ElectionDate,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,LeaderStartDay,LeaderStartMonth,LeaderStartYear,LeaderEndDay,LeaderEndMonth,LeaderEndYear,PreviousLeaderStartDay,PreviousLeaderStartMonth,PreviousLeaderStartYear,PreviousLeaderEndDay,PreviousLeaderEndMonth,PreviousLeaderEndYear,PresBirthYear,PresMilitaryService,PresMilitaryExperience,PresGuerrillaWar,PresRunnerUpDOBm,PresRunnerUpDOBd,RunnerUpBirthYear,PresRunnerUPSource,RunnerUpMilitaryService,RunnerUpMilitaryExperience,RunnerUpLaw,RunnerUpArt,RunnerUpOccupation,AgeDifference,StartDate,EndDate,Days,PreviousDate,DisputesInitiated,PreviousDisputesInitiated,PreviousTermDisputesInitiated,HighDisputesInitiated,PreviousHighDisputesInitiated,PreviousTermHighDisputesInitiated,AllDisputes,AllPreviousDisputes,AllPreviousTermDisputes,AllHighDisputes,AllPreviousHighDisputes,AllPreviousTermHighDisputes,RevisionistDisputes,PreviousRevisionistDisputes,PreviousTermRevisionistDisputes,HighRevisionistDisputes,PreviousHighRevisionistDisputes,PreviousTermHighRevisionistDisputes,FYDisputesInitiated,FYHighDisputesInitiated,FYAllDisputes,FYAllHighDisputes,PreviousTermStartDate,PreviousTermEndDate,PreviousTermDays,irst,milex,milper,pec,tpop,upop,lnirst,lnmilex,lnmilper,lnpec,lntpop,lnupop
Dominican Republic,DOM,1978,1,Rev,,2,Ref,5,52.4,43,4.6,1,1,S. Antonio Guzman,Joaquin Balaguer,0,1,0,1,Rev,Ref,48,43,0,Rev,0,1,Rev,Ref,16,11,0,Rev,0,1,1,,16,6,1978,16,6,1982,16,8,1978,16,8,1982,16,8,1974,16,8,1978,1911,0,0,NA,9,1,1906,Wiki,0,0,1,0,"lawyer, politician ",-5,8/16/1978,8/16/1982,1461,8/16/1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/16/1974,8/16/1978,1461,0,87100,19,3709.767,5431,1734,NA,11.37481216,2.944438979,8.21872435,8.599878558,7.458186157
Dominican Republic,DOM,1982,1,Rev,,2,Ref,5,46.7,38.6,14.7,1,1,Salvador Jorge Blanco,Joaquin Balaguer,0,0,1,0,Rev,Ref,62,50,8,Rev,0,1,Rev,Ref,17,10,0,Rev,0,1,1,,16,6,1982,16,6,1986,16,8,1982,16,8,1986,16,8,1978,4,7,1982,1926,0,0,NA,9,1,1906,Wiki,0,0,1,0,"lawyer, politician ",-20,8/16/1982,8/16/1986,1461,8/16/1978,0.249828884,0,0,0,0,0,0.249828884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/16/1978,7/4/1982,1418,0,128000,25,3667.692,5978,2061,NA,11.75978554,3.218875825,8.20731786,8.695841343,7.630946581
Dominican Republic,DOM,1986,1,SocChrist,,4,Rev,2,41.6,39.2,19.2,1,1,Joaquin Balaguer,Jacobo Majluta,0,0,0,1,SocChrist,Rev,56,48,16,None,0,1,SocChrist,Rev,21,7,2,SocChrist,0,1,1,,16,6,1986,16,6,1990,16,8,1986,16,8,1990,16,8,1982,16,8,1986,1907,0,0,NA,10,9,1934,Wiki,0,0,0,0,"accountant, auditor, politician ",27,8/16/1986,8/16/1990,1461,8/16/1982,0.249828884,0.249828884,0.249828884,0,0,0,0.249828884,0.249828884,0.249828884,0,0,0,0,0,0,0,0,0,0,0,0,0,8/16/1982,8/16/1986,1461,0,68690,21,4339.275,6565,2009,NA,11.13735891,3.044522438,8.375462562,8.789507787,7.605392365
Dominican Republic,DOM,1990,1,SocChrist,,4,Lib,4,35.5,33.8,30.7,1,1,Joaquin Balaguer,Juan Bosch,1,0,1,0,Lib,SocChrist,44,41,35,None,0,1,SocChrist,Lib,16,12,2,SocChrist,0,1,0,,16,6,1990,16,6,1994,16,8,1990,16,8,1994,16,8,1986,16,8,1990,1907,0,0,NA,6,30,1909,Wiki,0,0,0,1,"historian, writer, educator, politician ",2,8/16/1990,8/16/1994,1461,8/16/1986,0.249828884,0.249828884,0.249828884,0.249828884,0,0,0.249828884,0.249828884,0.249828884,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0,0,0,0,8/16/1986,8/16/1990,1461,37,57210,21,3370.973,7170,2194,3.610917913,10.95448399,3.044522438,8.122956706,8.877660934,7.693481641
Dominican Republic,DOM,1994,1,SocChrist,,4,Rev,2,42.3,41.6,16.1,1,1,Joaquin Balaguer,Jose F. Pena Gomez,1,0,1,0,Rev,SocChrist,57,50,13,None,0,1,Rev,SocChrist,15,14,1,Rev,0,1,0,,16,6,1994,16,6,1996,16,8,1994,16,8,1996,16,8,1990,16,8,1994,1907,0,0,NA,3,6,1937,Wiki,0,0,0,0,"teacher, broadcaster, political scientistis ",30,8/16/1994,8/16/1996,731,8/15/1992,0,0.499316005,0.249828884,0,0.499316005,0.249828884,0,0.499316005,0.249828884,0,0.499316005,0.249828884,0,0.499316005,0.249828884,0,0.499316005,0.249828884,0,0,0,0,8/16/1990,8/16/1994,1461,37,115000,22,5177.829,7769,2510,3.610917913,11.65268741,3.091042453,8.552141135,8.957896735,7.828038032
Dominican Republic,DOM,1996,1,Lib,,4,Rev,2,51.3,48.7,0,1,1,Leonel Fernandez,Jose F. Pena Gomez,0,0,0,0,Rev,SocChrist,NA,NA,NA,None,0,1,Rev,SocChrist,NA,NA,NA,Rev,0,1,0,,16,6,1996,16,6,1998,16,8,1996,16,8,2000,16,8,1994,16,8,1996,1953,0,0,NA,3,6,1937,Wiki,0,0,0,0,"teacher, broadcaster, political scientistis ",-16,8/16/1996,8/16/2000,1461,8/16/1992,0,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0,0,0,8/16/1994,8/16/1996,731,42,116000,22,5259.739,8052,2873,3.737669618,11.66134547,3.091042453,8.567836685,8.993675787,7.963112059
Dominican Republic,DOM,2008,1,Lib,,4,Rev,1,53.83,40.48,5.69,1,1,Leonel Fernandez,Miguel Vargas,1,0,1,0,Lib,SocDem,NA,NA,NA,Lib,0,1,Lib,Rev,NA,NA,NA,Lib,0,1,1,,16,6,2008,16,6,2010,16,8,2008,31,12,2010,16,8,2004,16,8,2008,1953,0,0,NA,9,26,1950,Wiki,0,0,0,0,"civil engineer, businessman, politician",-3,8/16/2008,12/31/2010,867,4/2/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/16/2004,8/16/2008,1461,-9,271000,25,6895.24,9493,3797,NA,12.5098741,3.218875825,8.838586597,9.158309964,8.24196656
Ecuador,ECU,1931,0,None,,NA,None,1,45.3,32.5,22.2,1,1,Neptali Bonifaz,Modesto Larrea Jijon,0,0,0,0,None,None,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,,21,11,1931,30,11,1932,21,11,1931,21,11,1931,NA,NA,NA,21,11,1931,1870,0,0,NA,10,NA,1890,http://www.enciclopediadelecuador.com/temasOpt.php?Ind=1230&Let=,NA,NA,0,0,"diplomat, politician, sociologist",20,11/21/1931,11/21/1931,0,11/21/1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001073271,0,0,0,0,NA,11/21/1931,340082,0,1980,6,357,2000,160,NA,7.590852124,1.791759469,5.877735782,7.60090246,5.075173815
Ecuador,ECU,1948,0,National Democratic Civic Union,,NA,Conservative Party,5,41.1,39.9,19,1,1,Galo Plaza Lasso,Manuel Elisio Flor,0,0,0,0,None,None,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,,6,7,1948,4,7,1950,1,9,1948,1,9,1952,NA,NA,NA,1,9,1948,1906,0,0,NA,NA,NA,1893,https://books.google.com/books?id=6IqaAAAAIAAJ&pg=PA89&lpg=PA89&dq=Manuel+Flor+Torres+ecuador&source=bl&ots=9s_S7fbZH1&sig=ClAwAJG1nmmax2BjiZnfZ2OiP2Q&hl=en&sa=X&ved=0ahUKEwjHuuL0nKfKAhXB6CYKHUEBA8QQ6AEIMjAD#v=onepage&q=Manuel%20Flor%20Torres%20ecuador&f=false,NA,NA,1,0,"lawyer, professor, minister, vice president",-13,9/1/1948,9/1/1952,1461,9/1/1944,0.249828884,0,NA,0.249828884,0,NA,0.499657769,0,NA,0.499657769,0,NA,0.749486653,0,NA,0.249828884,0,0.003162811,0,0,0,0,NA,9/1/1948,346211,0,-9,12,637,3017,433,NA,NA,2.48490665,6.456769656,8.012018239,6.070737728
Ecuador,ECU,1952,0,Velasquista National Federation,,NA,Conservative Party,5,43,33,24,1,1,Jose Maria Velasco Ibarra,Ruperto Alarcon Falconi,0,0,0,0,None,None,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,,1,7,1952,6,7,1954,1,9,1952,1,9,1956,NA,NA,NA,1,9,1952,1893,0,0,NA,NA,NA,1898,https://books.google.com/books?id=cV6V-eqhp2AC&pg=PA13&lpg=PA13&dq=Ruperto+Alarc%C3%B3n+Falcon%C3%AD&source=bl&ots=IIk-4bFY7I&sig=VSE0R3lpyfw6cX37uD636rpFwB8&hl=en&sa=X&ved=0ahUKEwi699Dom6fKAhXDSyYKHVmaDycQ6AEIOjAF#v=onepage&q=Ruperto%20Alarc%C3%B3n%20Falcon%C3%AD&f=false,NA,NA,1,0,"lawyer, politician",5,9/1/1952,9/1/1956,1461,9/1/1948,0.749486653,0.249828884,NA,0.499657769,0.249828884,NA,1.249144422,0.499657769,NA,0.749486653,0.499657769,NA,1.249144422,0.749486653,NA,0.499657769,0.249828884,0.00419936,1,0,1,0,NA,9/1/1952,347672,0,7459,12,420,3412,486,NA,8.917176636,2.48490665,6.040254711,8.135053909,6.186208624
Ecuador,ECU,1956,0,Peoples Alliance,,NA,National Democratic Front,2,29,28.6,42.4,1,1,Comilo Ponce Enriquez,Raul Clemente Huerta,0,0,0,0,None,None,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,,3,7,1956,1,1,1958,1,9,1956,1,9,1960,NA,NA,NA,1,9,1956,1912,0,0,NA,2,25,1915,http://www.eluniverso.com/noticias/2015/02/25/nota/4589311/legado-raul-clemente-huerta-sigue-memoria,0,0,0,0,"director of central bank, politician ",3,9/1/1956,9/1/1960,1461,9/1/1952,0,0.749486653,NA,0,0.499657769,NA,0,1.249144422,NA,0,0.749486653,NA,0,1.249144422,NA,0,0.499657769,0.007318128,0,0,0,0,NA,9/1/1956,349133,0,19670,20,488,3833,596,NA,9.886849911,2.995732274,6.190315406,8.251403065,6.390240667
Ecuador,ECU,1968,0,Velasquista National Federation,,NA,Ecuadorian Radical Liberal Party,2,32.8,31,36.2,1,1,Jose Maria Velasco Ibarra,Andres Cordova,0,0,0,0,None,None,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,,2,7,1968,1,1,1970,1,9,1968,15,2,1972,NA,NA,NA,1,9,1968,1893,0,0,NA,5,28,1892,Wiki,0,0,1,0,"lawyer, politican, professor ",-1,9/1/1968,2/15/1972,1262,3/19/1965,0.289223455,0.289223455,NA,0.289223455,0.289223455,NA,0.289223455,0.289223455,NA,0.289223455,0.289223455,NA,0.289223455,0.289223455,NA,0.289223455,0.289223455,0.009292366,0,0,0,0,NA,9/1/1968,353516,0,28988,16,1672,5626,1117,NA,10.27463723,2.772588722,7.421775794,8.635153989,7.018401799
Ecuador,ECU,1984,1,SocChrist,,4,DL,2,51.5,48.5,0,1,1,Leon Febres Cordero,Rodrigo Borja,0,0,0,0,DL,SocChrist,24,9,36,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,5/6/1984,10,8,1984,4,7,1986,10,8,1984,10,8,1984,24,5,1981,10,8,1984,1931,0,0,NA,6,19,1935,Wiki,0,0,1,0,"lawyer, politician ",4,8/10/1984,8/10/1984,0,8/10/1984,NA,NA,0,NA,NA,0,NA,NA,0.310902896,NA,NA,0.310902896,NA,NA,0.310902896,NA,NA,0,0,0,0,0,5/24/1981,8/10/1984,1174,18,224021,39,13155.39,8868,3145,2.890371758,12.31949508,3.663561646,9.48458684,9.090204571,8.053569169
Ecuador,ECU,1988,1,DL,,2,Rold,3,54,46,0,1,1,Rodrigo Borja,Abdala Bucaram,0,0,0,0,DL,Rold,31,8,33,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,5/8/1988,10,8,1988,17,7,1990,10,8,1988,10,8,1992,10,8,1984,10,8,1988,1935,0,0,NA,2,4,1952,Wiki,0,0,1,0,"athlete, gym teacher, lawyer, politician ",17,8/10/1988,8/10/1992,1461,8/10/1984,0,0,0,0,0,0,0.249828884,0,0,0,0,0,0.249828884,0,0,0,0,0,0,0,0,0,8/10/1984,8/10/1988,1461,24,220000,46,12674.64,9794,3782,3.17805383,12.30138283,3.828641396,9.447358426,9.189525232,8.238008249
Ecuador,ECU,1992,1,RepU,,4,SocChrist,4,57.3,42.7,0,1,1,Sixto Duran Ballen,Jamie Nebot,0,0,0,0,Rold,SocChrist,21,13,43,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,7/5/1992,10,8,1992,1,7,1994,10,8,1992,10,8,1996,10,8,1988,10,8,1992,1921,0,0,NA,10,22,1946,Wiki,0,0,1,0,"lawyer, politician ",25,8/10/1992,8/10/1996,1461,8/10/1988,0.249828884,0,0,0.249828884,0,0,0.499657769,0.249828884,0.249828884,0.499657769,0,0,0.499657769,0.249828884,0.249828884,0.249828884,0,0,0,0,0,0,8/10/1988,8/10/1992,1461,20,-9,57,14754.06,10741,3609,2.995732274,NA,4.043051268,9.599273578,9.281823474,8.191186005
Ecuador,ECU,1996,1,Rold,,3,SocChrist,4,54.5,45.5,0,1,1,Abdala Bucaram,Jaime Nobot,0,0,0,0,SocChrist,Rold,27,19,36,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,7/7/1996,10,8,1996,30,12,1997,10,8,1996,6,2,1997,10,8,1992,10,8,1996,1952,0,0,NA,10,22,1946,Wiki,0,0,1,0,"lawyer, politician ",-6,8/10/1996,2/6/1997,180,2/12/1996,0,0,0.249828884,0,0,0.249828884,0,0,0.499657769,0,0,0.499657769,0,0,0.499657769,0,0,0.249828884,1,1,1,1,8/10/1992,8/10/1996,1461,20,625000,58,17136.3,11698,5273,2.995732274,13.34550693,4.060443011,9.7489543,9.367173166,8.57035474
Ecuador,ECU,1998,1,DL,,4,Rold,5,51.2,48.8,0,1,1,Jamil Mahuad,Alvaro F. Noboa,0,0,0,0,DL,SocChrist,32,26,62,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,7/12/1998,10,8,1998,15,1,2003,10,8,1998,21,1,2000,11,2,1997,10,8,1998,1949,0,0,NA,11,21,1950,Wiki,0,0,0,0,"businessman, politician",1,8/10/1998,1/21/2000,529,2/27/1997,0,1.379962193,1.339449541,0,1.379962193,1.339449541,0,1.379962193,1.339449541,0,1.379962193,1.339449541,0,1.379962193,1.339449541,0,1.379962193,1.339449541,0,0,0,0,2/11/1997,8/10/1998,545,46,543000,58,16225.27,12175,5744,3.828641396,13.2048646,4.060443011,9.694325182,9.407139948,8.655911111
Ecuador,ECU,2002,1,PSP,,2,InstRen,5,54.8,45.2,0,1,1,Lucio E. Gutierrez,Alvaro F. Noboa,0,0,0,0,SocChrist,DL,26,16,58,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,11/24/2002,15,1,2003,20,4,2005,15,1,2003,20,4,2005,22,1,2000,15,1,2003,1957,1,0,NA,11,21,1950,Wiki,0,0,0,0,"businessman, politician",-7,1/15/2003,4/20/2005,826,10/11/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/22/2000,1/15/2003,1089,69,483000,60,17730.37,12661,5770,4.234106505,13.08777193,4.094344562,9.783034267,9.446281682,8.66042736
Ecuador,ECU,2006,0,Movimiento Patria Altiva i Soberana,,NA,Institutional Renewal Party of National Action,5,56.67,43.33,0,1,1,Rafael Correa,Alvaro F. Noboa,0,0,0,0,Institutional Renewal Party of National Action,January 21 Patriotic Society Party,28,24,48,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,,15,11,2006,3,10,2007,15,1,2007,26,5,2009,NA,NA,NA,15,1,2007,1963,0,0,NA,11,21,1950,Wiki,0,0,0,0,"businessman, politician",-13,1/15/2007,5/26/2009,862,9/5/2004,0.423433875,0.423433875,NA,0,0,NA,0.846867749,0.846867749,NA,0,0,NA,0.846867749,0.423433875,NA,0,0,0.01688293,0,0,1,0,NA,1/15/2007,367531,85,653000,47,19067.9,13408,6197,4.442651256,13.38933241,3.850147602,9.855761572,9.503606823,8.731820583
El Salvador,SAL,1931,0,Salvadoran Labor Party,,NA,Zaratista Party,3,46.55,28.09,25.36,1,1,Arturo Araujo,Alberto Gomez Zarate,0,0,0,0,Salvadoran Labor Party,National Republican Party,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,13,2,1931,5,2,1932,1,3,1931,2,12,1931,NA,NA,NA,1,3,1931,1878,0,0,NA,NA ,NA,NA,NA,NA,NA,0,0,minister of war ,NA,3/1/1931,12/2/1931,276,5/29/1930,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,3/1/1931,339817,0,158,3,0,1460,0,NA,5.062595033,1.098612289,NA,7.286191715,NA
El Salvador,SAL,1950,0,Revolutionary Party of Democratic Unification,,NA,Renovated Action Party,3,56.45,43.55,0,1,1,Oscar Osorio,Jose Asencio Menendez,0,0,0,0,Revolutionary Party of Democratic Unification,Renovated Action Party,38,14,0,Revolutionary Party of Democratic Unification,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,29,4,1950,1,4,1952,14,9,1950,14,9,1956,NA,NA,NA,14,9,1950,1910,1,1,NA,9,15,1887,https://books.google.com/books?id=zouaAAAAIAAJ&pg=PA23&lpg=PA23&dq=Jose+Ascencio+Menendez&source=bl&ots=X3iZR0Nl0n&sig=oYHWy5BSIp2WbVwilhmD_a-HU1M&hl=en&sa=X&ved=0ahUKEwiqpcuGy6fKAhUK9GMKHYHdD4wQ6AEIPTAH#v=onepage&q=Jose%20Ascencio%20Menendez&f=false,1,NA,0,0,"diplomat, public servent",-23,9/14/1950,9/14/1956,2192,9/13/1944,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,9/14/1950,346954,0,3944,3,8,1859,149,NA,8.279950716,1.098612289,2.079441542,7.527793988,5.003946306
El Salvador,SAL,1972,0,Party of National Conciliation,,NA,National Opposing Union,3,43.42,42.14,14.44,1,1,Arturo Armando Molina,Jose Napoleon Duarte,0,0,1,0,Party of National Conciliation,National Opposing Union,39,8,5,Party of National Conciliation,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,12,4,1972,10,4,1974,1,7,1972,1,7,1977,NA,NA,NA,1,7,1972,1927,1,0,NA,11,23,1925,Wiki,1,0,0,0,"engineer, politician, military junta leader ",-2,7/1/1972,7/1/1977,1826,7/2/1967,0,0.199890471,NA,0,0.199890471,NA,0.199890471,0.199890471,NA,0.199890471,0.199890471,NA,0.199890471,0,NA,0,0,0,0,0,0,0,NA,7/1/1972,354915,6,12520,8,2321.98,3668,690,1.791759469,9.435082645,2.079441542,7.750175549,8.207401833,6.536691598
El Salvador,SAL,1984,1,ChristDem,,3,NatRep,5,53.59,46.41,0,1,1,Jose Napoleon Duarte,Roberto d'Aubuisson,0,0,1,0,ChristDem,NatRep,24,19,17,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,3/25/1984,25,4,1984,30,4,1985,1,6,1984,1,6,1989,2,5,1982,1,6,1984,1925,0,0,NA,8,23,1944,Wiki,1,1,0,0,"military officer, military intelligence, insurgent group leader ",19,6/1/1984,6/1/1989,1826,6/2/1979,0.199890471,0,0,0.199890471,0,0,0.199890471,0,0,0.199890471,0,0,0,0,0,0,0,0,0,0,0,0,5/2/1982,6/1/1984,761,0,205000,45,3103.419,4780,948,NA,12.23076526,3.80666249,8.040259686,8.472195825,6.854354502
El Salvador,SAL,1989,1,NatRep,,5,ChristDem,3,53.8,36.5,9.7,1,1,Alfredo Cristiani,Fidel Chavez Mena,0,0,0,1,NatRep,ChristDem,NA,NA,NA,NatRep,1,1,NA,NA,NA,NA,NA,NA,0,0,0,3/19/1989,19,4,1989,10,4,1991,1,6,1989,1,6,1994,1,6,1984,1,6,1989,1947,0,0,NA,NA,NA,1939,World Biographical Information Systems,NA,NA,1,0,"lawyer, politician",-8,6/1/1989,6/1/1994,1826,6/1/1984,0,0.199890471,0.199890471,0,0.199890471,0.199890471,0,0.199890471,0.199890471,0,0.199890471,0.199890471,0,0,0,0,0,0,0,0,0,0,6/1/1984,6/1/1989,1826,0,139230,45,3347.112,5193,1253,NA,11.84388252,3.80666249,8.115853163,8.555066844,7.133295955
Finland,FIN,1956,1,Ag,"Conservative Social; liberal econ; when conflict, coding social",4,SocDem,2,151,149,0,1,1,Urho Kaleva Kekkonen,Karl August Fagerholm,0,0,0,1,SocDem,Ag,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1/17/1956,1,3,1956,7,8,1958,1,3,1956,1,3,1962,1,3,1950,1,3,1956,1900,1,1,NA,12,31,1901,Wiki,0,0,0,0,"journalist, politician ",1,3/1/1956,3/1/1962,2191,3/2/1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/1/1950,3/1/1956,2192,194,73913,42,2136,4282,646,5.267858159,11.210644,3.737669618,7.6666902,8.362175469,6.470799504
Finland,FIN,1994,1,SocDem,,2,Peo,3,53.9,46.1,0,1,1,Martti Ahtisaari,Elisabeth Rehn,0,0,1,0,Cent,SocDem,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/6/1994,1,3,1994,19,4,1995,1,3,1994,1,3,2000,1,3,1988,1,3,1994,1937,1,0,NA,4,6,1935,Wiki,0,0,0,0,"politician, minister of defense ",-2,3/1/1994,3/1/2000,2192,2/29/1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/1/1988,3/1/1994,2191,3420,1998000,35,69718.37,5088,1304,8.13739583,14.50765724,3.555348061,11.15221912,8.534640105,7.173191742
Finland,FIN,2000,1,SocDem,,2,Cent,3,51.6,48.4,0,1,1,Tarja Halonen,Esko Aho,0,0,1,0,SocDem,Cent,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/6/2000,1,3,2000,16,4,2003,1,3,2000,1,3,2006,1,3,1994,1,3,2000,1943,0,0,NA,5,20,1954,Wiki,0,0,0,0,"politician,  ",11,3/1/2000,3/1/2006,2191,3/2/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3/1/1994,3/1/2000,2192,4096,1560000,32,96437.19,5176,1426,8.317766167,14.26019638,3.465735903,11.47664719,8.551787836,7.262628601
Finland,FIN,2006,1,SocDem,,2,Nat,4,51.8,48.2,0,1,1,Tarja Halonen,Sauli Niinisto,1,0,1,0,Cent,SocDem,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1/29/2006,1,3,2006,18,4,2007,1,3,2006,31,12,2010,1,3,2000,1,3,2006,1943,0,0,NA,10,24,1948,Wiki,1,0,1,0,"lawyer, politician ",5,3/1/2006,12/31/2010,1766,4/30/2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/1/2000,3/1/2006,2191,5054,2750000,28,121728.9,5266,1495,8.527935288,14.82711147,3.33220451,11.70955172,8.56902634,7.309881486
France,FRN,1895,1,Opp,,2,Cent,3,62.92,41.7,15.38,1,1,Felix Faure,Henri Brisson,0,0,0,0,Reps,Rad,NA,NA,NA,Reps,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1/17/1895,17,1,1895,22,6,1898,17,1,1895,16,2,1899,3,12,1887,25,6,1894,1841,0,0,NA,7,31,1835,Wiki,0,0,1,0,"journalist, lawyer,  politician ",-6,1895-01-17,1899-02-16,1491,1890-12-18,1.95841717,0.979208585,0.609348915,0.979208585,0.489604292,0.304674457,2.203219316,0.979208585,0.609348915,0.979208585,0.489604292,0.304674457,1.713615023,0.979208585,0.609348915,0.979208585,0.489604292,0.609348915,2,0,2,0,1887-12-03,1894-06-25,2396,2004,35936,586,38547,38460,4748,7.602900462,10.48949486,6.37331979,10.55963355,10.55737402,8.465478756
France,FRN,1906,1,DemRep,,4,Rad,3,52.89,43.7,3.41,1,1,Armand Fallieres,Paul Doumer,0,0,0,0,PRRRS,IndRad,132,115,338,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,5/20/2006,20,6,1906,8,6,1910,18,2,1906,18,2,1913,18,2,1899,18,2,1906,1841,0,0,NA,3,22,1857,Wiki,0,0,0,0,"professor, minister of finance, governor-general ",16,2/18/1906,2/18/1913,2557,1899-02-17,0.428236214,0.713727024,0.71400626,0.428236214,0.28549081,0.285602504,0.570981619,0.713727024,0.71400626,0.428236214,0.28549081,0.285602504,0.28549081,0.28549081,0.285602504,0.28549081,0.142745405,0.285602504,0,0,0,0,1899-02-18,2/18/1906,2556,2451,45662,635,51568,39270,5471,7.804251384,10.72902172,6.453624999,10.8506566,10.57821615,8.607216694
France,FRN,1931,1,Rad,,3,Left,1,56.44,37.4,6.16,1,0,Paul Doumer,Pierre Marraud,0,0,1,0,PRRRS,DemRep,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,6/13/1931,13,6,1931,8,6,1932,13,6,1931,7,5,1932,13,6,1924,13,6,1931,1857,0,0,NA,1,8,1861,Wiki,1,1,0,0,"senetor, politician ",4,6/13/1931,5/7/1932,329,7/19/1930,0,0,0.571205008,0,0,0,0,0,0.571205008,0,0,0,0,0,0.285602504,0,0,0.285602504,0,0,0,0,6/13/1924,6/13/1931,2556,7816,495306,441,88825,41860,6492,8.963928194,13.11293103,6.089044875,11.39442342,10.642086,8.778325929
France,FRN,1965,1,UNR,,4,FGDS,1,55.2,44.8,0,1,1,Charles de Gaulle,Francois Mitterand,1,0,1,0,UNR,SFIO,100,0,0,UNR,1,1,NA,NA,NA,NA,NA,NA,0,0,0,6/1/1965,1,7,1965,12,4,1967,8,1,1966,28,4,1969,8,1,1959,8,1,1966,1890,1,1,NA,10,26,1916,Wiki,1,1,1,0,"lawyer, civil servent, activist, politician ",26,1/8/1966,4/28/1969,1206,9/20/1962,0,0.605306799,0.856472429,0,0.3026534,0.570981619,0,0.605306799,0.999217833,0,0.3026534,0.713727024,0,0.3026534,0.570981619,0,0.3026534,0.570981619,0,0,0,0,1/8/1959,1/8/1966,2557,19604,5167691,585,159093,48758,8820,9.883488906,15.45793653,6.371611847,11.97724422,10.79462457,9.084777149
